client_id,first_name,last_name,date_of_birth,gender,country,region,satisfaction_score,loan_applied,age,region_encoded,country_encoded,client_type_Company,client_type_Individual,purpose_Home,purpose_Investment,channel_Agency,channel_Client,channel_Website,age_standard_scaled,satisfaction_standard_scaled,age_minmax_scaled,satisfaction_minmax_scaled,kmeans_cluster,hierarchical_cluster
C0055,Mara,Franco,06-07-1973,FEMALE,USA,California,5,Yes,53,8,9,0,1,1,0,1,0,0,-0.1495825134987081,1.3946984022903213,0.3999999999999999,1.0,1,1
C0056,Erik,Mora,12-07-1964,MALE,USA,Oregon,5,No,61,37,9,0,1,0,1,1,0,0,0.3115581832217796,1.3946984022903213,0.5142857142857142,1.0,1,1
C0057,Henry,Kennedy,06-08-1933,MALE,USA,California,4,Yes,93,8,9,0,1,1,0,1,0,0,2.1561209701037307,0.6870888628228828,0.9714285714285712,0.75,0,2
C0058,Kenyon,Co,05-03-1969,FEMALE,USA,California,1,Yes,57,8,9,1,0,0,1,0,0,1,0.0809878348615357,-1.435739755579433,0.4571428571428571,0.0,2,0
C0059,Oswaldo,Palmer,6/16/1960,MALE,USA,California,2,No,66,8,9,0,1,1,0,0,0,1,0.5997711186720844,-0.7281302161119941,0.5857142857142856,0.25,0,0
C0060,Kassidy,Vega,05-07-1972,FEMALE,USA,California,5,No,54,8,9,0,1,1,0,0,0,1,-0.0919399264086471,1.3946984022903213,0.4142857142857142,1.0,1,1
C0061,Morgan,Glass,05-12-1967,MALE,USA,Utah,5,No,59,48,9,0,1,1,0,1,0,0,0.1962730090416576,1.3946984022903213,0.4857142857142857,1.0,1,1
C0062,Tyler,Carr,3/27/1974,MALE,USA,California,5,Yes,52,8,9,0,1,1,0,0,1,0,-0.2072251005887691,1.3946984022903213,0.3857142857142857,1.0,1,1
C0063,Yesenia,Marquez,7/23/1942,FEMALE,USA,Arizona,4,No,83,1,9,0,1,1,0,0,0,1,1.579695099203121,0.6870888628228828,0.8285714285714285,0.75,0,2
C0064,Gordon,Brown,02-10-1974,MALE,UK,Northern Ireland,4,No,52,31,8,0,1,0,1,1,0,0,-0.2072251005887691,0.6870888628228828,0.3857142857142857,0.75,1,1
C0065,Rodrigo,Ramirez,3/26/1972,MALE,USA,California,1,No,54,8,9,0,1,1,0,1,0,0,-0.0919399264086471,-1.435739755579433,0.4142857142857142,0.0,2,0
C0066,Melanie,Holland,12/25/1974,FEMALE,USA,California,3,No,51,8,9,0,1,0,1,0,1,0,-0.26486768767883,-0.0205206766445556,0.3714285714285714,0.5,1,1
C0067,Enrique,Cardenas,06-10-1977,MALE,USA,California,2,No,49,8,9,0,1,1,0,0,0,1,-0.380152861858952,-0.7281302161119941,0.3428571428571428,0.25,2,0
C0068,Helen,Williamson,2/26/1966,FEMALE,USA,Colorado,5,Yes,60,11,9,0,1,1,0,1,0,0,0.2539155961317186,1.3946984022903213,0.4999999999999999,1.0,1,1
C0069,Isis,Rios,04-01-1970,MALE,USA,California,4,No,56,8,9,0,1,0,1,0,0,1,0.0233452477714747,0.6870888628228828,0.4428571428571428,0.75,1,1
C0070,Kayley,Nielsen,4/27/1947,FEMALE,USA,Arizona,4,Yes,79,1,9,0,1,1,0,0,0,1,1.349124750842877,0.6870888628228828,0.7714285714285714,0.75,0,2
C0071,Donavan,Flowers,12/27/1985,MALE,USA,California,1,Yes,40,8,9,0,1,1,0,0,1,0,-0.8989361456695008,-1.435739755579433,0.2142857142857142,0.0,2,0
C0072,Augustus,Hinton,02-03-1953,MALE,USA,Nevada,2,No,73,25,9,0,1,0,1,0,0,1,1.0032692283025113,-0.7281302161119941,0.6857142857142857,0.25,0,0
C0073,Alejandra,Greer,01-11-1965,FEMALE,Denmark,Capital Region,1,No,61,9,3,0,1,0,1,1,0,0,0.3115581832217796,-1.435739755579433,0.5142857142857142,0.0,2,0
C0074,Violet,Nixon,01-01-1959,FEMALE,USA,Oregon,5,No,67,37,9,0,1,0,1,0,1,0,0.6574137057621454,1.3946984022903213,0.5999999999999999,1.0,0,2
C0075,Jaelyn,Berger,05-05-1970,FEMALE,USA,California,3,No,56,8,9,0,1,1,0,0,0,1,0.0233452477714747,-0.0205206766445556,0.4428571428571428,0.5,0,1
C0076,Tristian,Fuller,3/13/1956,MALE,USA,California,5,No,70,8,9,0,1,1,0,1,0,0,0.8303414670323284,1.3946984022903213,0.6428571428571428,1.0,0,2
C0077,Christian,Costa,9/14/1980,MALE,USA,California,5,No,45,8,9,0,1,1,0,0,0,1,-0.610723210219196,1.3946984022903213,0.2857142857142856,1.0,1,1
C0078,Nora,Lynch,4/23/1948,FEMALE,USA,California,5,No,78,8,9,0,1,1,0,0,0,1,1.291482163752816,1.3946984022903213,0.7571428571428571,1.0,0,2
C0079,Dangelo,Shea,2/27/1954,MALE,Belgium,Brussels,4,No,72,7,1,0,1,0,1,0,0,1,0.9456266412124504,0.6870888628228828,0.6714285714285713,0.75,0,2
C0080,Aiyana,Christensen,1/16/1949,FEMALE,USA,California,3,No,77,8,9,0,1,0,1,0,0,1,1.2338395766627552,-0.0205206766445556,0.7428571428571427,0.5,0,2
C0081,Sidney,Cline,7/24/1943,FEMALE,USA,California,4,Yes,82,8,9,0,1,1,0,0,0,1,1.52205251211306,0.6870888628228828,0.8142857142857143,0.75,0,2
C0082,Kaitlin,Owen,12/26/1981,FEMALE,USA,Virginia,5,No,44,50,9,0,1,0,1,0,1,0,-0.6683657973092569,1.3946984022903213,0.2714285714285714,1.0,1,1
C0083,Issac,Edwards,10/29/1938,MALE,USA,California,5,No,87,8,9,0,1,1,0,0,0,1,1.8102654475633648,1.3946984022903213,0.8857142857142857,1.0,0,2
C0084,Zaiden,Merritt,2/23/1948,MALE,USA,Wyoming,3,No,78,55,9,0,1,1,0,1,0,0,1.291482163752816,-0.0205206766445556,0.7571428571428571,0.5,0,2
C0085,Iris,Larsen,9/14/1966,MALE,USA,California,4,Yes,59,8,9,0,1,1,0,1,0,0,0.1962730090416576,0.6870888628228828,0.4857142857142857,0.75,1,1
C0086,Grace,Stein,12/20/1968,FEMALE,USA,California,3,Yes,57,8,9,0,1,1,0,0,0,1,0.0809878348615357,-0.0205206766445556,0.4571428571428571,0.5,0,1
C0087,Alessandra,Perry,5/15/1979,FEMALE,USA,California,4,No,47,8,9,0,1,1,0,1,0,0,-0.495438036039074,0.6870888628228828,0.3142857142857142,0.75,1,1
C0088,Jamal,Mueller,8/13/1936,MALE,USA,Oregon,2,No,89,37,9,0,1,0,1,0,0,1,1.9255506217434868,-0.7281302161119941,0.914285714285714,0.25,0,0
C0089,Irvin,Ellis,11/14/1949,MALE,USA,California,3,No,76,8,9,0,1,1,0,1,0,0,1.1761969895726945,-0.0205206766445556,0.7285714285714284,0.5,0,2
C0090,Terry,Forbes,5/27/1982,MALE,USA,California,5,No,44,8,9,0,1,1,0,0,1,0,-0.6683657973092569,1.3946984022903213,0.2714285714285714,1.0,1,1
C0091,Jacqueline,Grant,11/13/1959,FEMALE,USA,California,4,No,66,8,9,0,1,1,0,0,0,1,0.5997711186720844,0.6870888628228828,0.5857142857142856,0.75,0,2
C0092,Brock,Fischer,5/29/1971,MALE,USA,Kansas,3,No,55,20,9,0,1,1,0,0,0,1,-0.0342973393185862,-0.0205206766445556,0.4285714285714285,0.5,1,1
C0093,Curtis,Howard,09-11-1962,MALE,USA,California,2,No,63,8,9,0,1,1,0,1,0,0,0.4268433574019015,-0.7281302161119941,0.5428571428571429,0.25,2,0
C0094,Avah,Huang,4/23/1948,FEMALE,USA,California,5,No,78,8,9,0,1,1,0,0,0,1,1.291482163752816,1.3946984022903213,0.7571428571428571,1.0,0,2
C0095,Frank,Meyer,3/16/1964,MALE,USA,California,3,Yes,62,8,9,0,1,1,0,1,0,0,0.3692007703118405,-0.0205206766445556,0.5285714285714285,0.5,0,2
C0096,Darien,Dorsey,12/27/1985,MALE,USA,California,3,Yes,40,8,9,0,1,0,1,0,0,1,-0.8989361456695008,-0.0205206766445556,0.2142857142857142,0.5,1,1
C0097,Franklin,Mack,6/18/1943,MALE,USA,Virginia,5,Yes,83,50,9,0,1,1,0,0,0,1,1.579695099203121,1.3946984022903213,0.8285714285714285,1.0,0,2
C0098,Elena,Petrova,6/22/1949,FEMALE,Russia,Saint Petersburg,3,Yes,77,42,7,0,1,1,0,1,0,0,1.2338395766627552,-0.0205206766445556,0.7428571428571427,0.5,0,2
C0099,Jack,Hanson,12-01-1941,MALE,USA,California,4,No,84,8,9,0,1,0,1,0,0,1,1.637337686293182,0.6870888628228828,0.8428571428571427,0.75,0,2
C0100,Emmett,Estes,06-05-1969,MALE,USA,California,3,No,57,8,9,0,1,1,0,0,0,1,0.0809878348615357,-0.0205206766445556,0.4571428571428571,0.5,0,1
C0101,Aniya,Miller,03-02-1951,FEMALE,USA,Nevada,3,No,75,25,9,0,1,1,0,0,0,1,1.1185544024826333,-0.0205206766445556,0.7142857142857142,0.5,0,2
C0102,Jack,Anderson,2/13/1947,MALE,USA,California,5,Yes,79,8,9,0,1,0,1,0,0,1,1.349124750842877,1.3946984022903213,0.7714285714285714,1.0,0,2
C0103,Kael,Hurley,12/15/1973,MALE,USA,Colorado,3,No,52,11,9,0,1,1,0,0,0,1,-0.2072251005887691,-0.0205206766445556,0.3857142857142857,0.5,1,1
C0104,Kamden,Stewart,9/14/1978,MALE,USA,California,5,No,47,8,9,0,1,1,0,0,0,1,-0.495438036039074,1.3946984022903213,0.3142857142857142,1.0,1,1
C0105,Aniyah,Ali,11-03-1959,FEMALE,USA,California,2,Yes,66,8,9,0,1,0,1,0,0,1,0.5997711186720844,-0.7281302161119941,0.5857142857142856,0.25,0,0
C0106,Simon,Bennett,06-09-1953,MALE,USA,Colorado,4,No,73,11,9,0,1,1,0,0,0,1,1.0032692283025113,0.6870888628228828,0.6857142857142857,0.75,0,2
C0107,Laurel,Benitez,08-06-1959,MALE,USA,California,4,Yes,66,8,9,0,1,1,0,1,0,0,0.5997711186720844,0.6870888628228828,0.5857142857142856,0.75,0,2
C0108,Trey,Strong,12/20/1958,MALE,USA,California,4,No,67,8,9,0,1,1,0,1,0,0,0.6574137057621454,0.6870888628228828,0.5999999999999999,0.75,0,2
C0109,Myah,Roman,05-05-1933,FEMALE,USA,California,5,Yes,93,8,9,0,1,0,1,1,0,0,2.1561209701037307,1.3946984022903213,0.9714285714285712,1.0,0,2
C0110,Nyla,Blake,06-05-1959,FEMALE,USA,California,5,Yes,67,8,9,0,1,0,1,1,0,0,0.6574137057621454,1.3946984022903213,0.5999999999999999,1.0,0,2
C0111,Kole,Shannon,6/27/1979,MALE,USA,Arizona,2,Yes,47,1,9,0,1,1,0,0,0,1,-0.495438036039074,-0.7281302161119941,0.3142857142857142,0.25,2,0
C0112,Melany,Glover,10-01-1960,FEMALE,USA,California,1,Yes,65,8,9,0,1,0,1,1,0,0,0.5421285315820235,-1.435739755579433,0.5714285714285714,0.0,2,0
C0113,Arthur,Bray,7/14/1949,MALE,USA,Utah,4,No,76,48,9,0,1,0,1,1,0,0,1.1761969895726945,0.6870888628228828,0.7285714285714284,0.75,0,2
C0114,Kamila,Collier,1/21/1962,FEMALE,USA,California,1,Yes,64,8,9,0,1,1,0,0,0,1,0.4844859444919625,-1.435739755579433,0.5571428571428572,0.0,2,0
C0115,Amanda,Simon,12-03-1978,FEMALE,USA,California,5,No,47,8,9,0,1,1,0,1,0,0,-0.495438036039074,1.3946984022903213,0.3142857142857142,1.0,1,1
C0116,Erika,Steward,08-07-1955,FEMALE,USA,California,4,No,70,8,9,0,1,0,1,0,0,1,0.8303414670323284,0.6870888628228828,0.6428571428571428,0.75,0,2
C0117,Jakobe,Bailey,10-06-1964,MALE,UK,Scotland,4,No,61,43,8,0,1,0,1,1,0,0,0.3115581832217796,0.6870888628228828,0.5142857142857142,0.75,0,1
C0118,Sonia,Choi,11-09-1948,FEMALE,USA,Oregon,5,No,77,37,9,0,1,0,1,1,0,0,1.2338395766627552,1.3946984022903213,0.7428571428571427,1.0,0,2
C0119,Erika,Gallagher,7/19/1942,FEMALE,USA,California,1,Yes,83,8,9,0,1,1,0,0,0,1,1.579695099203121,-1.435739755579433,0.8285714285714285,0.0,0,0
C0120,Madeline,Michael,7/30/1953,FEMALE,USA,California,4,Yes,72,8,9,0,1,1,0,0,0,1,0.9456266412124504,0.6870888628228828,0.6714285714285713,0.75,0,2
C0121,Bennett,Chen,7/18/1950,MALE,USA,Nevada,2,No,75,25,9,0,1,1,0,0,0,1,1.1185544024826333,-0.7281302161119941,0.7142857142857142,0.25,0,0
C0122,Belinda,Hogan,8/18/1973,FEMALE,USA,California,1,Yes,52,8,9,0,1,1,0,1,0,0,-0.2072251005887691,-1.435739755579433,0.3857142857142857,0.0,2,0
C0123,Johanna,Fisher,8/25/1962,FEMALE,USA,California,4,Yes,63,8,9,0,1,1,0,0,0,1,0.4268433574019015,0.6870888628228828,0.5428571428571429,0.75,0,2
C0124,Jaylen,Turner,7/15/1963,FEMALE,USA,California,4,No,62,8,9,0,1,1,0,1,0,0,0.3692007703118405,0.6870888628228828,0.5285714285714285,0.75,0,2
C0125,Michael,Juarez,12/25/1976,MALE,USA,Colorado,4,Yes,49,11,9,0,1,1,0,1,0,0,-0.380152861858952,0.6870888628228828,0.3428571428571428,0.75,1,1
C0126,Adriana,Shaffer,07-11-1972,FEMALE,USA,California,2,No,53,8,9,0,1,0,1,1,0,0,-0.1495825134987081,-0.7281302161119941,0.3999999999999999,0.25,2,0
C0127,Julio,Leonard,7/18/1974,MALE,USA,Nevada,2,Yes,51,25,9,0,1,1,0,0,0,1,-0.26486768767883,-0.7281302161119941,0.3714285714285714,0.25,2,0
C0128,Abdiel,Co,5/22/1963,MALE,USA,Nevada,5,Yes,63,25,9,1,0,0,1,0,0,1,0.4268433574019015,1.3946984022903213,0.5428571428571429,1.0,1,1
C0129,Warren,Pugh,7/17/1973,MALE,USA,Arizona,5,No,52,1,9,0,1,0,1,0,0,1,-0.2072251005887691,1.3946984022903213,0.3857142857142857,1.0,1,1
C0130,Luis,Crane,4/20/1959,MALE,USA,Nevada,3,Yes,67,25,9,0,1,1,0,0,0,1,0.6574137057621454,-0.0205206766445556,0.5999999999999999,0.5,0,2
C0131,Mohammad,Irwin,12-02-1971,MALE,USA,California,1,No,54,8,9,0,1,1,0,0,0,1,-0.0919399264086471,-1.435739755579433,0.4142857142857142,0.0,2,0
C0132,Davion,Stout,7/20/1965,MALE,USA,Nevada,1,Yes,60,25,9,0,1,1,0,1,0,0,0.2539155961317186,-1.435739755579433,0.4999999999999999,0.0,2,0
C0133,Logan,Simmons,9/14/1946,MALE,USA,California,4,No,79,8,9,0,1,0,1,1,0,0,1.349124750842877,0.6870888628228828,0.7714285714285714,0.75,0,2
C0134,Kaylin,Villarreal,6/13/1932,FEMALE,Russia,Novosibirsk,3,No,94,32,7,0,1,0,1,0,0,1,2.213763557193792,-0.0205206766445556,0.9857142857142857,0.5,0,2
C0135,Ruben,Melton,03-05-1939,MALE,USA,Utah,2,No,87,48,9,0,1,0,1,1,0,0,1.8102654475633648,-0.7281302161119941,0.8857142857142857,0.25,0,0
C0136,Gianni,Fritz,9/15/1973,MALE,USA,California,3,No,52,8,9,0,1,1,0,0,0,1,-0.2072251005887691,-0.0205206766445556,0.3857142857142857,0.5,1,1
C0137,Emilie,Morrison,10/29/1957,FEMALE,USA,California,3,Yes,68,8,9,0,1,1,0,0,0,1,0.7150562928522064,-0.0205206766445556,0.6142857142857143,0.5,0,2
C0138,Crystal,Wyatt,6/30/1939,FEMALE,USA,Oregon,3,Yes,86,37,9,0,1,0,1,0,0,1,1.7526228604733038,-0.0205206766445556,0.8714285714285712,0.5,0,2
C0139,Annabel,Robles,10/14/1969,FEMALE,USA,California,5,Yes,56,8,9,0,1,1,0,0,0,1,0.0233452477714747,1.3946984022903213,0.4428571428571428,1.0,1,1
C0140,Rachel,Cross,6/18/1952,FEMALE,USA,California,3,No,74,8,9,0,1,1,0,0,0,1,1.0609118153925725,-0.0205206766445556,0.7,0.5,0,2
C0141,Madalyn,Mercer,6/21/1986,FEMALE,USA,California,5,No,40,8,9,0,1,1,0,0,0,1,-0.8989361456695008,1.3946984022903213,0.2142857142857142,1.0,1,1
C0142,Michelle,Cameron,06-04-1978,FEMALE,USA,Nevada,3,Yes,48,25,9,0,1,1,0,0,0,1,-0.437795448949013,-0.0205206766445556,0.3285714285714285,0.5,1,1
C0143,Ezra,Lozano,2/24/1958,MALE,USA,California,1,No,68,8,9,0,1,1,0,0,0,1,0.7150562928522064,-1.435739755579433,0.6142857142857143,0.0,2,0
C0144,Ramiro,Oneill,9/29/1954,MALE,USA,California,4,No,71,8,9,0,1,1,0,1,0,0,0.8879840541223893,0.6870888628228828,0.657142857142857,0.75,0,2
C0145,Emely,Watts,11/30/1964,FEMALE,USA,California,4,No,61,8,9,0,1,1,0,0,0,1,0.3115581832217796,0.6870888628228828,0.5142857142857142,0.75,0,1
C0146,Hazel,Ayers,02-01-1963,MALE,USA,Colorado,2,No,63,11,9,0,1,1,0,0,0,1,0.4268433574019015,-0.7281302161119941,0.5428571428571429,0.25,2,0
C0147,Cedric,Goodwin,2/20/1948,MALE,USA,Utah,4,No,78,48,9,0,1,1,0,0,1,0,1.291482163752816,0.6870888628228828,0.7571428571428571,0.75,0,2
C0148,Dayton,Hatfield,4/19/1969,MALE,USA,Colorado,4,Yes,57,11,9,0,1,0,1,1,0,0,0.0809878348615357,0.6870888628228828,0.4571428571428571,0.75,1,1
